,Unnamed: 0,compound,negative,neutral,positive,screen_name,created_at,full_text,full_text_3,retweet_count,favorite_count,user_mentions
526,526,-0.8018,0.204,0.7959999999999999,0.0,jimcramer,2019-01-29 15:33:51,this is the kind of moronic nonsense i have to put up with We sold NUE much higher for but you think this fellow has done any work at all on what i say Meaningless thing gruel ,,4,14,[]
527,527,-0.765,0.174,0.826,0.0,jimcramer,2019-01-29 15:34:58,How did they lose money in Nvidia when i said open outcry they will miss the quarter It was about as loud as you can get at the teachin and we sold it for how could i be more definitive Sparky ,,4,38,[]
528,528,0.0,0.08,0.841,0.08,jimcramer,2019-01-29 15:35:18,RT To get a real bargain when a company does a preannouncement wait until that stock to take out its lows before buying Othe ,"To get a real bargain when a company does a pre-announcement, wait until that stock to take out its lows before buying. Otherwise, pass on that name. @jimcramer wants you to wait to buy Nvidia $NVDA, it could still go lower. https://t.co/xOjgIxG2wh",6,0,"[{""screen_name"": ""realmoney"", ""name"": ""Real Money"", ""id"": 390812646, ""id_str"": ""390812646"", ""indices"": [3, 13]}]"
529,529,0.4497,0.0,0.826,0.174,jimcramer,2019-01-29 15:36:37,I said buy PFE on but i am sure there are followers who will say i said sell ,,3,9,"[{""screen_name"": ""SquawkStreet"", ""name"": ""Squawk on the Street"", ""id"": 106498703, ""id_str"": ""106498703"", ""indices"": [18, 31]}]"
530,530,-0.3612,0.102,0.898,0.0,jimcramer,2019-01-29 15:37:23,I think there are plenty of people who follow us on and know what we did When we make mistakes we own them too,,4,29,[]
531,531,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 15:37:32,RT brings the intentbased networking concept to the IoT edge via ,"@Cisco brings the ""intent-based networking"" concept to the #IoT edge https://t.co/VtMJ4ZFUUy via @CiscoIoT",19,0,"[{""screen_name"": ""stacykcrook"", ""name"": ""Stacy Crook"", ""id"": 191559571, ""id_str"": ""191559571"", ""indices"": [3, 15]}, {""screen_name"": ""Cisco"", ""name"": ""Cisco"", ""id"": 15749983, ""id_str"": ""15749983"", ""indices"": [17, 23]}, {""screen_name"": ""CiscoIoT"", ""name"": ""Cisco IoT"", ""id"": 1090315298, ""id_str"": ""1090315298"", ""indices"": [114, 123]}]"
532,532,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 15:37:59,Whirlpool is a metaphor for this market ,,6,15,[]
533,533,0.3182,0.0,0.813,0.187,jimcramer,2019-01-29 15:57:02,Huge Nasdaq sell program going on have to wait it out,,10,96,[]
534,534,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 15:59:47,NDX now down a full percentage point Maybe a let up,,2,7,[]
535,535,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 16:12:01,Market participants hold their collective breath ahead of StockoftheDay Apple earnings via ,,6,16,"[{""screen_name"": ""KevinCurranRM"", ""name"": ""Kevin Curran"", ""id"": 1026819747457982465, ""id_str"": ""1026819747457982465"", ""indices"": [92, 106]}]"
536,536,0.4215,0.0,0.823,0.177,jimcramer,2019-01-29 17:05:08,RT sat down with for a progress report on diversity in corporate America Sparknotes Simply ,.@KatherineRooss sat down with @SallieKrawcheck for a progress report on diversity in corporate America. Sparknotes? Simply having ‘diversity initiatives’ simply won’t cut it https://t.co/cb4aJCc8wT,8,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}]"
537,537,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 18:19:00,StockoftheDay Apple investors need to look beyond the numbers tonight says ,,8,28,"[{""screen_name"": ""BruceKamich"", ""name"": ""Bruce Kamich, CMT"", ""id"": 1410125744, ""id_str"": ""1410125744"", ""indices"": [77, 89]}]"
538,538,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 19:07:00,5 things is watching as AAPL prepares to report ,,9,33,"[{""screen_name"": ""EricJhonsa"", ""name"": ""Eric Jhonsa"", ""id"": 572077039, ""id_str"": ""572077039"", ""indices"": [9, 20]}]"
539,539,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 20:24:00,Cannabis stocks are getting their second wind ,,26,74,"[{""screen_name"": ""BruceKamich"", ""name"": ""Bruce Kamich, CMT"", ""id"": 1410125744, ""id_str"": ""1410125744"", ""indices"": [47, 59]}]"
540,540,-0.5106,0.142,0.858,0.0,jimcramer,2019-01-29 21:19:28,RT Will AAPL show that FANG is rotten to the core has the Apple earnings analysis and commentary you need LIVE ,Will $AAPL show that FANG is rotten to the core? @EricJhonsa has the Apple earnings analysis and commentary you need LIVE: https://t.co/r7dhPasymk,13,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""EricJhonsa"", ""name"": ""Eric Jhonsa"", ""id"": 572077039, ""id_str"": ""572077039"", ""indices"": [64, 75]}]"
541,541,0.1139,0.0,0.8059999999999999,0.19399999999999998,jimcramer,2019-01-29 21:30:20,You cant miss s AAPL Earnings Live Blog ,,5,27,"[{""screen_name"": ""EricJhonsa"", ""name"": ""Eric Jhonsa"", ""id"": 572077039, ""id_str"": ""572077039"", ""indices"": [15, 26]}]"
542,542,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 21:52:36,Wall to wall apple and amd tonight ,,22,182,"[{""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [39, 54]}]"
543,543,0.7003,0.0,0.755,0.245,jimcramer,2019-01-29 22:52:01,i feel like coming in hot to the top I mean like just smoking hot propane fed 100 percent liquid oxygen hot Can you handle it ,,11,276,"[{""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [131, 146]}]"
544,544,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 22:52:16,RT The QampA is starting First question is from Katie Huberty If that name sounds familiar its because talks about ,"The Q&amp;A is starting. First question is from Katie Huberty. If that name sounds familiar, it's because @jimcramer talks about her notes frequently on @CramerClub's Daily Rundowns and TheStreet's daily Facebook Live show. $AAPL",4,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [121, 131]}]"
545,545,0.6369,0.0,0.192,0.8079999999999999,jimcramer,2019-01-29 23:34:01,Love this ,,8,169,[]
546,546,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 23:34:26,told ya i was coming in hot ,,2,59,[]
547,547,0.0,0.0,1.0,0.0,jimcramer,2019-01-29 23:34:44,RT Im breaking down EVERYTHING you need to know about the AAPL earnings release and our full analysis will be available later t ,"I'm breaking down EVERYTHING you need to know about the $AAPL earnings release and our full analysis will be available later tonight on https://t.co/sD3c6HMVPV. You all know @jimcramer has been bullish on Services, tonight we received confirmation that this IS the story!",8,0,"[{""screen_name"": ""ZevFima"", ""name"": ""Zev Fima"", ""id"": 4330115835, ""id_str"": ""4330115835"", ""indices"": [3, 11]}]"
548,548,0.7469,0.0,0.612,0.38799999999999996,jimcramer,2019-01-30 00:23:00,Respect the rally in WD40 but wait for strength with volume via ,,6,16,"[{""screen_name"": ""BruceKamich"", ""name"": ""Bruce Kamich, CMT"", ""id"": 1410125744, ""id_str"": ""1410125744"", ""indices"": [65, 77]}]"
549,549,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 02:28:00,cant have that too wild a night too often very taxing ,,2,38,[]
550,550,-0.6249,0.254,0.746,0.0,jimcramer,2019-01-30 02:28:41,RT A miss is a bad thing Not tonight talks MMM PFE WHR AMD and of course StockoftheDay AAP ,"A miss is a bad thing? Not tonight.... @JimCramer talks $MMM, $PFE, $WHR, $AMD and of course, @RealMoney #StockoftheDay $AAPL https://t.co/au2yNYDMvG https://t.co/KegjHxhaQA",4,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [54, 64]}, {""screen_name"": ""realmoney"", ""name"": ""Real Money"", ""id"": 390812646, ""id_str"": ""390812646"", ""indices"": [109, 119]}]"
551,551,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 02:29:01,RT Now that youve got a look at what goes on in s Action Alerts Plus investing club score a touchdown Jims Big Ga ,"Now that you've got a look at what goes on in @JimCramer's Action Alerts Plus investing club, score a touchdown Jim's Big Game Special and receive 58% off of the normal subscription price: https://t.co/8tdvoFY905 https://t.co/W8NfNs5MAr",4,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [61, 71]}]"
552,552,0.1779,0.11,0.7490000000000001,0.141,jimcramer,2019-01-30 09:41:26,The scramble among the Apple faux bulls is pretty ridiculous today they are all trying to get back on,,13,181,[]
553,553,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 09:41:43,RT AMD and AAPL shorts tomorrow morning ,@jimcramer @MadMoneyOnCNBC $AMD and $AAPL shorts tomorrow morning 😁😂 https://t.co/1IptyzZy0F,3,0,"[{""screen_name"": ""traderDanielle"", ""name"": ""Danielle Shay Gum"", ""id"": 697945514768146437, ""id_str"": ""697945514768146437"", ""indices"": [3, 18]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [20, 30]}, {""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [31, 46]}]"
554,554,0.6737,0.065,0.669,0.267,jimcramer,2019-01-30 09:56:46,RT When a company misses estimates but not THAT badly it can create some stock market magic explains https ,"When a company misses estimates, but not THAT badly, it can create some stock market magic, @JimCramer explains https://t.co/1Z97C5pyva",7,0,"[{""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [3, 18]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [112, 122]}]"
555,555,0.6124,0.0,0.833,0.16699999999999998,jimcramer,2019-01-30 09:57:33,i was revved Sometimes you just get revved This week feels like the playoffs where you have to up your game or go home i like it that way ,,5,38,[]
556,556,0.5994,0.0,0.8109999999999999,0.18899999999999997,jimcramer,2019-01-30 12:39:17, stick by your gunsthis BA number is fantastic and a game changer at this time of Chinese issues They need us v we need them,,15,82,"[{""screen_name"": ""JoeSquawk"", ""name"": ""Joe Kernen"", ""id"": 553036368, ""id_str"": ""553036368"", ""indices"": [0, 10]}]"
557,557,0.0258,0.0,0.9159999999999999,0.084,jimcramer,2019-01-30 13:32:15,Why Huawei matters FOMC decision AAPL results what is watching now Market Recon ,,9,24,"[{""screen_name"": ""Sarge986"", ""name"": ""Stephen Guilfoyle"", ""id"": 378334234, ""id_str"": ""378334234"", ""indices"": [55, 64]}]"
558,558,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 13:47:51,RT Boeing BA is s StockoftheDay Read up on the latest moves in the stock here ,Boeing $BA is @RealMoney's #StockoftheDay. Read up on the latest moves in the stock here: https://t.co/0Uk28QxnwT https://t.co/JkFgSih85k,3,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""realmoney"", ""name"": ""Real Money"", ""id"": 390812646, ""id_str"": ""390812646"", ""indices"": [29, 39]}]"
559,559,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 13:54:14,Coming to me in a sec ,,2,23,"[{""screen_name"": ""SquawkStreet"", ""name"": ""Squawk on the Street"", ""id"": 106498703, ""id_str"": ""106498703"", ""indices"": [23, 36]}]"
560,560,0.3612,0.0,0.759,0.24100000000000002,jimcramer,2019-01-30 13:58:05,This is why you will want shares in Glaxo Now you are talking ,,5,34,[]
561,561,0.2023,0.0,0.8859999999999999,0.114,jimcramer,2019-01-30 14:01:31,Will you pump up the darned volumecome on are you playing or are you not,,6,67,[]
562,562,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 14:12:20,Lisa Su In a moment ,,3,45,"[{""screen_name"": ""SquawkStreet"", ""name"": ""Squawk on the Street"", ""id"": 106498703, ""id_str"": ""106498703"", ""indices"": [26, 39]}]"
563,563,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 14:22:00,7 key AAPL takeaways from ,,8,26,"[{""screen_name"": ""EricJhonsa"", ""name"": ""Eric Jhonsa"", ""id"": 572077039, ""id_str"": ""572077039"", ""indices"": [27, 38]}]"
564,564,-0.1531,0.242,0.758,0.0,jimcramer,2019-01-30 14:46:00, you gonna crush in today MCD,,1,1,"[{""screen_name"": ""SteveEasterbrk"", ""name"": ""Steve Easterbrook"", ""id"": 2872869473, ""id_str"": ""2872869473"", ""indices"": [0, 15]}]"
565,565,-0.3818,0.565,0.435,0.0,jimcramer,2019-01-30 14:46:11,Sleep is a distraction ,,11,51,[]
566,566,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 14:48:34,RT The dollar Its almost always the dollar breaks down what the greenback means for AAPL on https ,“The dollar. It's almost always the dollar.” @JimCramer breaks down what the greenback means for $AAPL on @RealMoney: https://t.co/MnN0zPagZK https://t.co/DuGTUzPgA6,7,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [60, 70]}, {""screen_name"": ""realmoney"", ""name"": ""Real Money"", ""id"": 390812646, ""id_str"": ""390812646"", ""indices"": [121, 131]}]"
567,567,-0.4767,0.44799999999999995,0.345,0.207,jimcramer,2019-01-30 14:48:54,Weather playing havoc with transports ,,2,9,[]
568,568,0.3612,0.0,0.762,0.23800000000000002,jimcramer,2019-01-30 14:48:58,RT Like you ve said before don t trade Apple ,@jimcramer Like you’ve said before “don’t trade Apple”,1,0,"[{""screen_name"": ""RichGuyJoseph"", ""name"": ""RichStashGuy"", ""id"": 147005808, ""id_str"": ""147005808"", ""indices"": [3, 17]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [19, 29]}]"
569,569,-0.4648,0.252,0.748,0.0,jimcramer,2019-01-30 14:49:05,RT Now tells SMH is the key to this market ,Now @SquawkStreet @jimcramer tells @davidfaber: $SMH is the key to this market. https://t.co/NpqelLJYw6,3,0,"[{""screen_name"": ""ShannanSiemens"", ""name"": ""Shannan Siemens"", ""id"": 163566509, ""id_str"": ""163566509"", ""indices"": [3, 18]}, {""screen_name"": ""SquawkStreet"", ""name"": ""Squawk on the Street"", ""id"": 106498703, ""id_str"": ""106498703"", ""indices"": [24, 37]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [38, 48]}, {""screen_name"": ""davidfaber"", ""name"": ""David Faber"", ""id"": 140912249, ""id_str"": ""140912249"", ""indices"": [55, 66]}]"
570,570,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 14:49:55,Can you see Xilinx in this picture ,,8,146,[]
571,571,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 14:56:53,he was renamed everest at 250 not nvidia ,,3,15,[]
572,572,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 15:10:49,RT and are back to talk AAPL and BA ,.@JimCramer and @KatherineRooss are back to talk $AAPL and $BA https://t.co/9AyFh32qSB,2,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [16, 26]}]"
573,573,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 15:41:11,RT Does have the potential to keep powering your portfolio is analyzing the utility stocks recent qu ,Does @AEPnews have the potential to keep powering your portfolio? @JimCramer is analyzing the utility stock's recent quarter with its CEO - Don't miss this! https://t.co/XyJJ26jwkl,5,0,"[{""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [3, 18]}, {""screen_name"": ""AEPnews"", ""name"": ""AEP"", ""id"": 41377904, ""id_str"": ""41377904"", ""indices"": [25, 33]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [86, 96]}]"
574,574,0.3612,0.0,0.884,0.11599999999999999,jimcramer,2019-01-30 15:43:01,RT Like it or not Facebook reports after the bell Action Alerts Plus research analyst gives a sneak peek of what ,"Like it or not, Facebook reports after the bell. Action Alerts Plus research analyst @ZevFima gives a sneak peek of what @JimCramer's AAP team wants members to know heading into $FB earnings: https://t.co/8tdvoGfJRD https://t.co/Oosf8I0dhM",5,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""ZevFima"", ""name"": ""Zev Fima"", ""id"": 4330115835, ""id_str"": ""4330115835"", ""indices"": [100, 108]}]"
575,575,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 16:27:00,StockoftheDay Boeing is seeing liftoff speed in reaction to its latest numbers via ,,4,10,"[{""screen_name"": ""BruceKamich"", ""name"": ""Bruce Kamich, CMT"", ""id"": 1410125744, ""id_str"": ""1410125744"", ""indices"": [84, 96]}]"
576,576,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 17:03:20,RT is going oneonone with the CEO of after the cloud company reports earnings Find out if your ,.@JimCramer is going one-on-one with the CEO of @ServiceNow after the cloud company reports earnings - Find out if your portfolio could be flying high with the stock tonight https://t.co/JfyYqcajbc,23,0,"[{""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [3, 18]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [21, 31]}, {""screen_name"": ""servicenow"", ""name"": ""ServiceNow"", ""id"": 15766070, ""id_str"": ""15766070"", ""indices"": [68, 79]}]"
577,577,-0.4019,0.574,0.426,0.0,jimcramer,2019-01-30 17:03:39,it is worrisome ,,6,15,[]
578,578,-0.29600000000000004,0.145,0.855,0.0,jimcramer,2019-01-30 17:04:02,RT In case you missed it here s s analysis on yesterday s with There are a lo ,"In case you missed it, here’s @FibonacciQueen’s analysis on yesterday’s @MadMoneyonCNBC with @JimCramer. There are a lot of hurdles this week for one of the top semiconductor ETFs, but moving past the obstacles could mean a serious rally. Check it out! https://t.co/mP76KQvmnr",2,0,"[{""screen_name"": ""simpleroptions"", ""name"": ""Simpler Trading"", ""id"": 1037719055346683905, ""id_str"": ""1037719055346683905"", ""indices"": [3, 18]}, {""screen_name"": ""Fibonacciqueen"", ""name"": ""Carolyn Boroden"", ""id"": 17124991, ""id_str"": ""17124991"", ""indices"": [50, 65]}, {""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [92, 107]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [113, 123]}]"
579,579,0.2023,0.139,0.6559999999999999,0.205,jimcramer,2019-01-30 17:05:05,Apples earnings soothe China anxiety at least for now via ,,5,13,"[{""screen_name"": ""AnnieGaus"", ""name"": ""Annie Gaus"", ""id"": 28586924, ""id_str"": ""28586924"", ""indices"": [60, 70]}]"
580,580,0.3036,0.12300000000000001,0.6629999999999999,0.214,jimcramer,2019-01-30 17:20:21,dont be surprised about AAPL Tim told me January was better,,3,31,[]
581,581,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 17:20:40,so what should we do ,,2,23,[]
582,582,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 17:21:40,Lisa was our pizza maker at bkcom alst night ,,2,11,"[{""screen_name"": ""barstoolsports"", ""name"": ""Barstool Sports"", ""id"": 22637974, ""id_str"": ""22637974"", ""indices"": [63, 78]}]"
583,583,-0.5719,0.188,0.812,0.0,jimcramer,2019-01-30 17:22:34,Analysts hate AAPL They dont believe the service revenue stream It should be covered by ProctorClorox analysts,,5,36,[]
584,584,0.5106,0.0,0.736,0.264,jimcramer,2019-01-30 17:24:18,Even Toni acknowledges that Apple watch is important i like that Hes still a downer though,,2,16,[]
585,585,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 17:24:40,Prevailing view ,,4,7,[]
586,586,0.3182,0.0,0.303,0.6970000000000001,jimcramer,2019-01-30 17:24:54,Apple truth ,,5,16,[]
587,587,-0.4215,0.141,0.8590000000000001,0.0,jimcramer,2019-01-30 17:26:06, Tonis trying to get more constructive but hes worried that nothing can move the needle Its a real issue,,3,2,"[{""screen_name"": ""HalftimeReport"", ""name"": ""CNBC Halftime Report"", ""id"": 234905402, ""id_str"": ""234905402"", ""indices"": [0, 15]}]"
588,588,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 17:26:11,RT Now that youve heard it from read the latest on the StockoftheDay BA here ,"Now that you've heard it from @JimCramer, read the latest on the @RealMoney #StockoftheDay $BA here: https://t.co/gN8DDC8VoA https://t.co/N0AM7yTdfb",5,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [45, 55]}, {""screen_name"": ""realmoney"", ""name"": ""Real Money"", ""id"": 390812646, ""id_str"": ""390812646"", ""indices"": [80, 90]}]"
589,589,0.4678,0.133,0.67,0.19699999999999998,jimcramer,2019-01-30 17:27:53,Right now yes Without something incrementally new it does feel like the hedge funds were looking the wrong way Would do best to make a big acquisition to augment services Bought back stocks at 200 average this q Ugh ,,4,10,[]
590,590,0.8779,0.0,0.6409999999999999,0.359,jimcramer,2019-01-30 17:30:04,Tonis right about this subscription model it would be terrific Good call reasonable because we are in a subscription economy Great call,,5,21,"[{""screen_name"": ""HalftimeReport"", ""name"": ""CNBC Halftime Report"", ""id"": 234905402, ""id_str"": ""234905402"", ""indices"": [82, 97]}]"
591,591,0.7034,0.0,0.171,0.8290000000000001,jimcramer,2019-01-30 17:30:52,GREAT interview ,,3,20,"[{""screen_name"": ""HalftimeReport"", ""name"": ""CNBC Halftime Report"", ""id"": 234905402, ""id_str"": ""234905402"", ""indices"": [18, 33]}]"
592,592,0.0511,0.17300000000000001,0.6409999999999999,0.18600000000000003,jimcramer,2019-01-30 17:40:22,RT Marley has been renamed Xilinx cant think of a cuter mascot Thanks ,Marley has been renamed Xilinx... can't think of a cuter mascot! Thanks @jimcramer https://t.co/BQUK8wkYx3,13,0,"[{""screen_name"": ""XilinxInc"", ""name"": ""Xilinx"", ""id"": 38303040, ""id_str"": ""38303040"", ""indices"": [3, 13]}, {""screen_name"": ""jimcramer"", ""name"": ""Jim Cramer"", ""id"": 14216123, ""id_str"": ""14216123"", ""indices"": [87, 97]}]"
593,593,0.4215,0.0,0.41700000000000004,0.583,jimcramer,2019-01-30 17:47:41,I liked the quarter ,,8,73,"[{""screen_name"": ""mcd"", ""name"": ""mcd"", ""id"": 12254, ""id_str"": ""12254"", ""indices"": [21, 25]}, {""screen_name"": ""SteveEasterbrk"", ""name"": ""Steve Easterbrook"", ""id"": 2872869473, ""id_str"": ""2872869473"", ""indices"": [27, 42]}]"
594,594,0.7845,0.0,0.7440000000000001,0.256,jimcramer,2019-01-30 18:23:37,I love Boeing but it does not take a long or short term focus to split a stock if you want nonhedge fund shareholders do a three for one Thanks,,8,110,[]
595,595,0.5927,0.0,0.7559999999999999,0.244,jimcramer,2019-01-30 19:00:09,actually i have canvased this pretty much more than anyone else in the world the splits do matter ,,1,17,[]
596,596,0.7425,0.0,0.767,0.233,jimcramer,2019-01-30 19:02:20,Always nice when the fed does what you want it to do Fed Chief Powell figure it out I figure he watched the show Very good towel throw,,10,55,"[{""screen_name"": ""MadMoneyOnCNBC"", ""name"": ""Mad Money On CNBC"", ""id"": 16451932, ""id_str"": ""16451932"", ""indices"": [118, 133]}]"
597,597,0.4404,0.0,0.7559999999999999,0.244,jimcramer,2019-01-30 19:02:55,Fed total greenlight now need good presser and china deal,,13,86,[]
598,598,0.5994,0.0,0.642,0.358,jimcramer,2019-01-30 19:03:32,StockoftheDay Boeing flies higher on blockbuster earnings via ,,4,13,"[{""screen_name"": ""KevinCurranRM"", ""name"": ""Kevin Curran"", ""id"": 1026819747457982465, ""id_str"": ""1026819747457982465"", ""indices"": [63, 77]}]"
599,599,0.7178,0.0,0.632,0.368,jimcramer,2019-01-30 19:04:02,Fed Chief Powell is giving us what we want So glad he figured it out,,67,429,[]
600,600,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 19:05:01, with 5 things to watch for in Teslas earnings ,,4,6,"[{""screen_name"": ""AnnieGaus"", ""name"": ""Annie Gaus"", ""id"": 28586924, ""id_str"": ""28586924"", ""indices"": [1, 11]}]"
601,601,0.8176,0.0,0.605,0.395,jimcramer,2019-01-30 19:05:03,Thank heavens Powell didnt listen to his acolytes who were saying how strong the economy is,,9,53,[]
602,602,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 19:06:26,we got back a long way ,,7,25,[]
603,603,-0.5606,0.302,0.698,0.0,jimcramer,2019-01-30 19:07:09,No no noit said that it didnt want to be the reason that the cycle ended ,,4,20,[]
604,604,0.5095,0.0,0.785,0.215,jimcramer,2019-01-30 19:08:19,Very glad Jay used the word patient which is so importantand so needed,,17,83,[]
605,605,-0.4393,0.133,0.8059999999999999,0.061,jimcramer,2019-01-30 19:11:25,The disinformation goes on Jay got it wrong He readjusted and got it right Lets stop it with the commentary He then listened to those of us who urged him to not wreck the economy ,,8,35,[]
606,606,0.2023,0.0,0.924,0.076,jimcramer,2019-01-30 19:12:54,they did not SUCCUMB to market reaction The economy slowed in large past because of Powell Own it Admit it or move on,,19,80,[]
607,607,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 19:13:38,When the facts change you change with it KeynesPowell ,,10,45,[]
608,608,0.0,0.0,1.0,0.0,jimcramer,2019-01-30 20:01:01,RT Can Paypal PYPL push higher Heres why s thinks so ,Can Paypal $PYPL push higher? Here's why @RealMoney's @aztecs99 thinks so: https://t.co/o3OAzCQyEK https://t.co/0Wc0wncjNU,3,0,"[{""screen_name"": ""TheStreet"", ""name"": ""TheStreet"", ""id"": 15281391, ""id_str"": ""15281391"", ""indices"": [3, 13]}, {""screen_name"": ""realmoney"", ""name"": ""Real Money"", ""id"": 390812646, ""id_str"": ""390812646"", ""indices"": [56, 66]}, {""screen_name"": ""aztecs99"", ""name"": ""Bob Lang"", ""id"": 32778531, ""id_str"": ""32778531"", ""indices"": [69, 78]}]"
